"activeDate","installDate","app","user_label"
2024-01-21,2024-01-06,"app 2","user2971"
2024-01-21,2024-01-06,"app 2","user2834"
2024-01-21,2024-01-06,"app 2","user2952"
2024-01-21,2024-01-06,"app 2","user2836"
2024-01-25,2024-01-06,"app 1","user3067"
2024-01-25,2024-01-06,"app 1","user3061"
2024-01-25,2024-01-06,"app 1","user3095"
2024-01-25,2024-01-06,"app 1","user3088"
2024-01-25,2024-01-06,"app 1","user3089"
2024-01-25,2024-01-06,"app 1","user3096"
2024-01-25,2024-01-06,"app 1","user3094"
2024-01-25,2024-01-06,"app 1","user3064"
2024-01-09,2024-01-06,"app 1","user3097"
2024-01-09,2024-01-06,"app 1","user3061"
2024-01-09,2024-01-06,"app 1","user3098"
2024-01-09,2024-01-06,"app 1","user1225"
2024-01-09,2024-01-06,"app 1","user3099"
2024-01-09,2024-01-06,"app 1","user3063"
2024-01-09,2024-01-06,"app 1","user3069"
2024-01-09,2024-01-06,"app 1","user3100"
2024-01-09,2024-01-06,"app 1","user3060"
2024-01-09,2024-01-06,"app 1","user3101"
2024-01-09,2024-01-06,"app 1","user3068"
2024-01-09,2024-01-06,"app 1","user3102"
2024-01-09,2024-01-06,"app 1","user3103"
2024-01-09,2024-01-06,"app 1","user3104"
2024-01-09,2024-01-06,"app 1","user3067"
2024-01-09,2024-01-06,"app 1","user3062"
2024-01-09,2024-01-06,"app 1","user3096"
2024-01-15,2024-01-06,"app 2","user2835"
2024-01-15,2024-01-06,"app 2","user2811"
2024-01-15,2024-01-06,"app 2","user2808"
2024-01-15,2024-01-06,"app 2","user2971"
2024-01-15,2024-01-06,"app 2","user2956"
2024-01-15,2024-01-06,"app 2","user2806"
2024-01-15,2024-01-06,"app 2","user2837"
2024-01-15,2024-01-06,"app 2","user2958"
2024-01-15,2024-01-06,"app 2","user2951"
2024-01-15,2024-01-06,"app 2","user3001"
2024-02-01,2024-01-06,"app 1","user2769"
2024-02-01,2024-01-06,"app 1","user2828"
2024-02-01,2024-01-06,"app 1","user3105"
2024-02-01,2024-01-06,"app 1","user3088"
2024-02-01,2024-01-06,"app 1","user3089"
2024-02-01,2024-01-06,"app 1","user3106"
2024-02-01,2024-01-06,"app 1","user3090"
2024-02-01,2024-01-06,"app 1","user3107"
2024-02-01,2024-01-06,"app 1","user3108"
2024-02-01,2024-01-06,"app 1","user3068"
2024-02-01,2024-01-06,"app 1","user3099"
2024-02-01,2024-01-06,"app 1","user2824"
2024-02-01,2024-01-06,"app 1","user3109"
2024-02-01,2024-01-06,"app 1","user3110"
2024-02-01,2024-01-06,"app 1","user3066"
2024-02-01,2024-01-06,"app 1","user2972"
2024-02-01,2024-01-06,"app 1","user2762"
2024-02-01,2024-01-06,"app 1","user3111"
2024-02-01,2024-01-06,"app 1","user3112"
2024-02-01,2024-01-06,"app 1","user3067"
2024-02-01,2024-01-06,"app 1","user2790"
2024-02-01,2024-01-06,"app 1","user3078"
2024-02-01,2024-01-06,"app 1","user2774"
2024-02-01,2024-01-06,"app 1","user2825"
2024-02-01,2024-01-06,"app 1","user2780"
2024-02-01,2024-01-06,"app 1","user2775"
2024-02-01,2024-01-06,"app 1","user2911"
2024-02-01,2024-01-06,"app 1","user2773"
2024-01-06,2024-01-06,"app 1","user3113"
2024-01-06,2024-01-06,"app 1","user3114"
2024-01-06,2024-01-06,"app 1","user3115"
2024-01-06,2024-01-06,"app 1","user2727"
2024-01-06,2024-01-06,"app 1","user2743"
2024-01-06,2024-01-06,"app 1","user3116"
2024-01-06,2024-01-06,"app 1","user3078"
2024-01-06,2024-01-06,"app 1","user3091"
2024-01-06,2024-01-06,"app 1","user3117"
2024-01-06,2024-01-06,"app 1","user3118"
2024-01-06,2024-01-06,"app 1","user3119"
2024-01-06,2024-01-06,"app 1","user3120"
2024-01-06,2024-01-06,"app 1","user3121"
2024-01-06,2024-01-06,"app 1","user3122"
2024-01-06,2024-01-06,"app 1","user2982"
2024-01-06,2024-01-06,"app 1","user3032"
2024-01-06,2024-01-06,"app 1","user3123"
2024-01-06,2024-01-06,"app 1","user3124"
2024-01-06,2024-01-06,"app 1","user3125"
2024-01-06,2024-01-06,"app 1","user3126"
2024-01-06,2024-01-06,"app 1","user2964"
2024-01-06,2024-01-06,"app 1","user2950"
2024-01-06,2024-01-06,"app 1","user3127"
2024-01-06,2024-01-06,"app 1","user3128"
2024-01-06,2024-01-06,"app 1","user3129"
2024-01-06,2024-01-06,"app 1","user3130"
2024-01-06,2024-01-06,"app 1","user3131"
2024-01-06,2024-01-06,"app 1","user3009"
2024-01-06,2024-01-06,"app 1","user3068"
2024-01-06,2024-01-06,"app 1","user3108"
2024-01-06,2024-01-06,"app 1","user3066"
2024-01-06,2024-01-06,"app 1","user3132"
2024-01-06,2024-01-06,"app 1","user3094"
2024-01-06,2024-01-06,"app 1","user3060"
2024-01-06,2024-01-06,"app 1","user3065"
2024-01-06,2024-01-06,"app 1","user3133"
2024-01-06,2024-01-06,"app 1","user3064"
2024-01-06,2024-01-06,"app 1","user3134"
2024-01-06,2024-01-06,"app 1","user3135"
2024-01-06,2024-01-06,"app 1","user3136"
2024-01-06,2024-01-06,"app 1","user3102"
2024-01-06,2024-01-06,"app 1","user3098"
2024-01-06,2024-01-06,"app 1","user3137"
2024-01-06,2024-01-06,"app 1","user3095"
2024-01-06,2024-01-06,"app 1","user3138"
2024-01-06,2024-01-06,"app 1","user3139"
2024-01-06,2024-01-06,"app 1","user3140"
2024-01-06,2024-01-06,"app 1","user3141"
2024-01-06,2024-01-06,"app 1","user3142"
2024-01-06,2024-01-06,"app 1","user3143"
2024-01-06,2024-01-06,"app 1","user3144"
2024-01-06,2024-01-06,"app 1","user3145"
2024-01-06,2024-01-06,"app 1","user3146"
2024-01-06,2024-01-06,"app 1","user3147"
2024-01-06,2024-01-06,"app 1","user3148"
2024-01-06,2024-01-06,"app 1","user3149"
2024-01-06,2024-01-06,"app 1","user3088"
2024-01-06,2024-01-06,"app 1","user3150"
2024-01-06,2024-01-06,"app 1","user3151"
2024-01-06,2024-01-06,"app 1","user3152"
2024-01-06,2024-01-06,"app 1","user3153"
2024-01-06,2024-01-06,"app 1","user3154"
2024-01-06,2024-01-06,"app 1","user3155"
2024-01-06,2024-01-06,"app 1","user3156"
2024-01-06,2024-01-06,"app 1","user3157"
2024-01-06,2024-01-06,"app 1","user3158"
2024-01-06,2024-01-06,"app 1","user3159"
2024-01-06,2024-01-06,"app 1","user3160"
2024-01-06,2024-01-06,"app 1","user1875"
2024-01-06,2024-01-06,"app 1","user3110"
2024-01-06,2024-01-06,"app 1","user3161"
2024-01-06,2024-01-06,"app 1","user3162"
2024-01-06,2024-01-06,"app 1","user3163"
2024-01-06,2024-01-06,"app 1","user3164"
2024-01-06,2024-01-06,"app 1","user3165"
2024-01-06,2024-01-06,"app 1","user3093"
2024-01-06,2024-01-06,"app 1","user2959"
2024-01-06,2024-01-06,"app 1","user2781"
2024-01-06,2024-01-06,"app 1","user2908"
2024-01-06,2024-01-06,"app 1","user3166"
2024-01-06,2024-01-06,"app 1","user2903"
2024-01-06,2024-01-06,"app 1","user3167"
2024-01-06,2024-01-06,"app 1","user2731"
2024-01-06,2024-01-06,"app 1","user2871"
2024-01-06,2024-01-06,"app 1","user2915"
2024-01-06,2024-01-06,"app 1","user2768"
2024-01-06,2024-01-06,"app 1","user3168"
2024-01-06,2024-01-06,"app 1","user2796"
2024-01-06,2024-01-06,"app 1","user2888"
2024-01-06,2024-01-06,"app 1","user2759"
2024-01-06,2024-01-06,"app 1","user2882"
2024-01-06,2024-01-06,"app 1","user2843"
2024-01-06,2024-01-06,"app 1","user2873"
2024-01-06,2024-01-06,"app 1","user2734"
2024-01-06,2024-01-06,"app 1","user3169"
2024-01-06,2024-01-06,"app 1","user3170"
2024-01-06,2024-01-06,"app 1","user3171"
2024-01-06,2024-01-06,"app 1","user2943"
2024-01-06,2024-01-06,"app 1","user2855"
2024-01-06,2024-01-06,"app 1","user2881"
2024-01-06,2024-01-06,"app 1","user2773"
2024-01-06,2024-01-06,"app 1","user2782"
2024-01-06,2024-01-06,"app 1","user2776"
2024-01-06,2024-01-06,"app 1","user2845"
2024-01-06,2024-01-06,"app 1","user2761"
2024-01-06,2024-01-06,"app 1","user2828"
2024-01-06,2024-01-06,"app 1","user2916"
2024-01-06,2024-01-06,"app 1","user2765"
2024-01-06,2024-01-06,"app 1","user3172"
2024-01-06,2024-01-06,"app 1","user3043"
2024-01-06,2024-01-06,"app 1","user2784"
2024-01-06,2024-01-06,"app 1","user2732"
2024-01-06,2024-01-06,"app 1","user3173"
2024-01-06,2024-01-06,"app 1","user2825"
2024-01-06,2024-01-06,"app 1","user3174"
2024-01-06,2024-01-06,"app 1","user3175"
2024-01-06,2024-01-06,"app 1","user3176"
2024-01-06,2024-01-06,"app 1","user2739"
2024-01-06,2024-01-06,"app 1","user3177"
2024-01-06,2024-01-06,"app 1","user3178"
2024-01-06,2024-01-06,"app 1","user3179"
2024-01-06,2024-01-06,"app 1","user2918"
2024-01-06,2024-01-06,"app 1","user2853"
2024-01-06,2024-01-06,"app 1","user2770"
2024-01-06,2024-01-06,"app 1","user3180"
2024-01-06,2024-01-06,"app 1","user3181"
2024-01-06,2024-01-06,"app 1","user3182"
2024-01-06,2024-01-06,"app 1","user3183"
2024-01-06,2024-01-06,"app 1","user3184"
2024-01-06,2024-01-06,"app 1","user3185"
2024-01-06,2024-01-06,"app 1","user3186"
2024-01-06,2024-01-06,"app 1","user3109"
2024-01-06,2024-01-06,"app 1","user3072"
2024-01-06,2024-01-06,"app 1","user2990"
2024-01-06,2024-01-06,"app 1","user3085"
2024-01-06,2024-01-06,"app 1","user3187"
2024-01-06,2024-01-06,"app 1","user3188"
2024-01-06,2024-01-06,"app 1","user3189"
2024-01-06,2024-01-06,"app 1","user3190"
2024-01-06,2024-01-06,"app 1","user3191"
2024-01-06,2024-01-06,"app 1","user3192"
2024-01-06,2024-01-06,"app 1","user3193"
2024-01-06,2024-01-06,"app 1","user3194"
2024-01-06,2024-01-06,"app 1","user3195"
2024-01-06,2024-01-06,"app 1","user3082"
2024-01-06,2024-01-06,"app 1","user3196"
2024-01-06,2024-01-06,"app 1","user3084"
2024-01-06,2024-01-06,"app 1","user3073"
2024-01-06,2024-01-06,"app 1","user3197"
2024-01-06,2024-01-06,"app 1","user3080"
2024-01-06,2024-01-06,"app 1","user3111"
2024-01-06,2024-01-06,"app 1","user3198"
2024-01-06,2024-01-06,"app 1","user3199"
2024-01-06,2024-01-06,"app 1","user3200"
2024-01-06,2024-01-06,"app 1","user3074"
2024-01-06,2024-01-06,"app 1","user3201"
2024-01-06,2024-01-06,"app 1","user3202"
2024-01-06,2024-01-06,"app 1","user2992"
2024-01-06,2024-01-06,"app 1","user3203"
2024-01-06,2024-01-06,"app 1","user3204"
2024-01-06,2024-01-06,"app 1","user789"
2024-01-06,2024-01-06,"app 1","user3205"
2024-01-06,2024-01-06,"app 1","user2998"
2024-01-06,2024-01-06,"app 1","user3206"
2024-01-06,2024-01-06,"app 1","user3207"
2024-01-06,2024-01-06,"app 1","user3208"
2024-01-06,2024-01-06,"app 1","user3209"
2024-01-06,2024-01-06,"app 1","user3210"
2024-01-06,2024-01-06,"app 1","user3211"
2024-01-06,2024-01-06,"app 1","user3106"
2024-01-06,2024-01-06,"app 1","user3105"
2024-01-06,2024-01-06,"app 1","user3212"
2024-01-06,2024-01-06,"app 1","user2806"
2024-01-06,2024-01-06,"app 1","user3213"
2024-01-06,2024-01-06,"app 1","user3214"
2024-01-06,2024-01-06,"app 1","user3215"
2024-01-06,2024-01-06,"app 1","user3087"
2024-01-06,2024-01-06,"app 1","user3216"
2024-01-06,2024-01-06,"app 1","user3089"
2024-01-06,2024-01-06,"app 1","user3003"
2024-01-06,2024-01-06,"app 1","user3217"
2024-01-06,2024-01-06,"app 1","user3218"
2024-01-06,2024-01-06,"app 1","user3219"
2024-01-06,2024-01-06,"app 1","user3071"
2024-01-06,2024-01-06,"app 1","user3220"
2024-01-06,2024-01-06,"app 1","user3008"
2024-01-06,2024-01-06,"app 1","user3221"
2024-01-06,2024-01-06,"app 1","user3222"
2024-01-06,2024-01-06,"app 1","user1964"
2024-01-06,2024-01-06,"app 1","user3223"
2024-01-06,2024-01-06,"app 1","user1859"
2024-01-06,2024-01-06,"app 1","user3224"
2024-01-06,2024-01-06,"app 1","user3225"
2024-01-06,2024-01-06,"app 1","user3069"
2024-01-06,2024-01-06,"app 1","user3226"
2024-01-06,2024-01-06,"app 1","user3097"
2024-01-06,2024-01-06,"app 1","user3062"
2024-01-06,2024-01-06,"app 1","user3227"
2024-01-06,2024-01-06,"app 1","user3228"
2024-01-06,2024-01-06,"app 1","user3229"
2024-01-06,2024-01-06,"app 1","user3230"
2024-01-06,2024-01-06,"app 1","user3104"
2024-01-06,2024-01-06,"app 1","user3231"
2024-01-06,2024-01-06,"app 1","user2972"
2024-01-06,2024-01-06,"app 1","user2822"
2024-01-06,2024-01-06,"app 1","user2895"
2024-01-06,2024-01-06,"app 1","user2735"
2024-01-06,2024-01-06,"app 1","user2945"
2024-01-06,2024-01-06,"app 1","user3232"
2024-01-06,2024-01-06,"app 1","user2820"
2024-01-06,2024-01-06,"app 1","user2864"
2024-01-06,2024-01-06,"app 1","user2852"
2024-01-06,2024-01-06,"app 1","user2827"
2024-01-06,2024-01-06,"app 1","user2924"
2024-01-06,2024-01-06,"app 1","user2800"
2024-01-06,2024-01-06,"app 1","user2760"
2024-01-06,2024-01-06,"app 1","user2821"
2024-01-06,2024-01-06,"app 1","user3233"
2024-01-06,2024-01-06,"app 1","user2894"
2024-01-06,2024-01-06,"app 1","user2846"
2024-01-06,2024-01-06,"app 1","user3044"
2024-01-06,2024-01-06,"app 1","user2746"
2024-01-06,2024-01-06,"app 1","user2919"
2024-01-06,2024-01-06,"app 1","user3234"
2024-01-06,2024-01-06,"app 1","user3235"
2024-01-06,2024-01-06,"app 1","user3236"
2024-01-06,2024-01-06,"app 1","user3237"
2024-01-06,2024-01-06,"app 1","user3238"
2024-01-06,2024-01-06,"app 1","user3239"
2024-01-06,2024-01-06,"app 1","user3240"
2024-01-06,2024-01-06,"app 1","user3023"
2024-01-06,2024-01-06,"app 1","user3241"
2024-01-06,2024-01-06,"app 1","user3242"
2024-01-06,2024-01-06,"app 1","user3243"
2024-01-06,2024-01-06,"app 1","user3081"
2024-01-06,2024-01-06,"app 1","user3001"
2024-01-06,2024-01-06,"app 1","user3244"
2024-01-06,2024-01-06,"app 1","user3245"
2024-01-06,2024-01-06,"app 1","user2277"
2024-01-06,2024-01-06,"app 1","user3246"
2024-01-06,2024-01-06,"app 1","user3247"
2024-01-06,2024-01-06,"app 1","user3075"
2024-01-06,2024-01-06,"app 1","user3248"
2024-01-06,2024-01-06,"app 1","user3249"
2024-01-06,2024-01-06,"app 1","user3250"
2024-01-06,2024-01-06,"app 1","user3063"
2024-01-06,2024-01-06,"app 1","user3096"
2024-01-06,2024-01-06,"app 1","user3012"
2024-01-06,2024-01-06,"app 1","user1846"
2024-01-06,2024-01-06,"app 1","user3100"
2024-01-06,2024-01-06,"app 1","user3251"
2024-01-06,2024-01-06,"app 1","user3101"
2024-01-06,2024-01-06,"app 1","user3061"
2024-01-06,2024-01-06,"app 1","user3112"
2024-01-06,2024-01-06,"app 1","user3107"
2024-01-06,2024-01-06,"app 1","user3252"
2024-01-06,2024-01-06,"app 1","user3099"
2024-01-06,2024-01-06,"app 1","user3253"
2024-01-06,2024-01-06,"app 1","user3254"
2024-01-06,2024-01-06,"app 1","user2907"
2024-01-06,2024-01-06,"app 1","user2771"
2024-01-06,2024-01-06,"app 1","user2789"
2024-01-06,2024-01-06,"app 1","user2772"
2024-01-06,2024-01-06,"app 1","user2912"
2024-01-06,2024-01-06,"app 1","user3255"
2024-01-06,2024-01-06,"app 1","user3256"
2024-01-06,2024-01-06,"app 1","user3257"
2024-01-06,2024-01-06,"app 1","user3258"
2024-01-06,2024-01-06,"app 1","user3259"
2024-01-06,2024-01-06,"app 1","user3260"
2024-01-06,2024-01-06,"app 1","user3076"
2024-01-06,2024-01-06,"app 1","user2836"
2024-01-06,2024-01-06,"app 1","user3261"
2024-01-06,2024-01-06,"app 1","user3262"
2024-01-06,2024-01-06,"app 1","user3092"
2024-01-06,2024-01-06,"app 1","user2805"
2024-01-06,2024-01-06,"app 1","user2842"
2024-01-06,2024-01-06,"app 1","user2867"
2024-01-06,2024-01-06,"app 1","user2804"
2024-01-06,2024-01-06,"app 1","user2282"
2024-01-06,2024-01-06,"app 1","user3263"
2024-01-06,2024-01-06,"app 1","user3264"
2024-01-06,2024-01-06,"app 1","user3265"
2024-01-06,2024-01-06,"app 1","user3266"
2024-01-06,2024-01-06,"app 1","user3267"
2024-01-06,2024-01-06,"app 1","user3268"
2024-01-06,2024-01-06,"app 1","user3269"
2024-01-06,2024-01-06,"app 1","user3077"
2024-01-06,2024-01-06,"app 1","user3270"
2024-01-06,2024-01-06,"app 1","user3271"
2024-01-06,2024-01-06,"app 1","user3067"
2024-01-06,2024-01-06,"app 1","user2839"
2024-01-06,2024-01-06,"app 1","user2944"
2024-01-06,2024-01-06,"app 1","user2755"
2024-01-06,2024-01-06,"app 1","user2758"
2024-01-06,2024-01-06,"app 1","user2728"
2024-01-06,2024-01-06,"app 1","user3272"
2024-01-06,2024-01-06,"app 1","user3273"
2024-01-06,2024-01-06,"app 1","user3079"
2024-01-06,2024-01-06,"app 1","user3070"
2024-01-06,2024-01-06,"app 1","user3274"
2024-01-06,2024-01-06,"app 1","user3083"
2024-01-06,2024-01-06,"app 1","user3275"
2024-01-06,2024-01-06,"app 1","user2753"
2024-01-06,2024-01-06,"app 1","user2953"
2024-01-06,2024-01-06,"app 1","user3276"
2024-01-06,2024-01-06,"app 1","user2747"
2024-01-06,2024-01-06,"app 1","user2794"
2024-01-06,2024-01-06,"app 1","user3086"
2024-01-06,2024-01-06,"app 1","user3090"
2024-01-06,2024-01-06,"app 1","user1225"
2024-01-06,2024-01-06,"app 1","user3277"
2024-01-06,2024-01-06,"app 1","user3103"
2024-01-18,2024-01-06,"app 1","user2769"
2024-01-18,2024-01-06,"app 1","user3192"
2024-01-18,2024-01-06,"app 1","user3181"
2024-01-18,2024-01-06,"app 1","user2733"
2024-01-18,2024-01-06,"app 1","user3081"
2024-01-18,2024-01-06,"app 1","user3106"
2024-01-18,2024-01-06,"app 1","user2737"
2024-01-18,2024-01-06,"app 1","user2842"
2024-01-18,2024-01-06,"app 1","user3128"
2024-01-18,2024-01-06,"app 1","user3061"
2024-01-18,2024-01-06,"app 1","user3097"
2024-01-18,2024-01-06,"app 1","user2729"
2024-01-18,2024-01-06,"app 1","user2806"
2024-01-18,2024-01-06,"app 1","user3211"
2024-01-18,2024-01-06,"app 1","user3088"
2024-01-18,2024-01-06,"app 1","user3087"
2024-01-18,2024-01-06,"app 1","user3215"
2024-01-18,2024-01-06,"app 1","user3216"
2024-01-18,2024-01-06,"app 1","user3089"
2024-01-18,2024-01-06,"app 1","user3271"
2024-01-18,2024-01-06,"app 1","user3063"
2024-01-18,2024-01-06,"app 1","user3066"
2024-01-18,2024-01-06,"app 1","user3108"
2024-01-18,2024-01-06,"app 1","user3225"
2024-01-18,2024-01-06,"app 1","user2972"
2024-01-18,2024-01-06,"app 1","user2764"
2024-01-18,2024-01-06,"app 1","user2804"
2024-01-18,2024-01-06,"app 1","user2787"
2024-01-18,2024-01-06,"app 1","user2782"
2024-01-18,2024-01-06,"app 1","user2728"
2024-01-18,2024-01-06,"app 1","user2776"
2024-01-18,2024-01-06,"app 1","user3182"
2024-01-18,2024-01-06,"app 1","user3111"
2024-01-18,2024-01-06,"app 1","user3080"
2024-01-18,2024-01-06,"app 1","user3075"
2024-01-18,2024-01-06,"app 1","user3090"
2024-01-18,2024-01-06,"app 1","user3250"
2024-01-18,2024-01-06,"app 1","user2785"
2024-01-18,2024-01-06,"app 1","user2731"
2024-01-18,2024-01-06,"app 1","user2850"
2024-01-18,2024-01-06,"app 1","user2773"
2024-01-18,2024-01-06,"app 1","user2750"
2024-01-18,2024-01-06,"app 1","user2766"
2024-01-18,2024-01-06,"app 1","user2727"
2024-01-18,2024-01-06,"app 1","user2838"
2024-01-18,2024-01-06,"app 1","user2282"
2024-01-18,2024-01-06,"app 1","user3196"
2024-01-18,2024-01-06,"app 1","user3270"
2024-01-18,2024-01-06,"app 1","user2745"
2024-01-18,2024-01-06,"app 1","user2982"
2024-01-18,2024-01-06,"app 1","user3124"
2024-01-18,2024-01-06,"app 1","user3268"
2024-01-18,2024-01-06,"app 1","user2751"
2024-01-18,2024-01-06,"app 1","user3086"
2024-01-18,2024-01-06,"app 1","user3077"
2024-01-18,2024-01-06,"app 1","user2953"
2024-01-08,2024-01-06,"app 1","user3229"
2024-01-08,2024-01-06,"app 1","user3148"
2024-01-08,2024-01-06,"app 1","user3087"
2024-01-08,2024-01-06,"app 1","user3146"
2024-01-08,2024-01-06,"app 1","user3147"
2024-01-08,2024-01-06,"app 1","user3144"
2024-01-08,2024-01-06,"app 1","user3145"
2024-01-08,2024-01-06,"app 1","user3216"
2024-01-08,2024-01-06,"app 1","user3088"
2024-01-08,2024-01-06,"app 1","user3089"
2024-01-08,2024-01-06,"app 1","user3003"
2024-01-08,2024-01-06,"app 1","user3222"
2024-01-08,2024-01-06,"app 1","user3268"
2024-01-08,2024-01-06,"app 1","user3137"
2024-01-08,2024-01-06,"app 1","user3138"
2024-01-08,2024-01-06,"app 1","user3098"
2024-01-08,2024-01-06,"app 1","user3107"
2024-01-08,2024-01-06,"app 1","user3225"
2024-01-08,2024-01-06,"app 1","user3252"
2024-01-08,2024-01-06,"app 1","user3250"
2024-01-08,2024-01-06,"app 1","user3099"
2024-01-08,2024-01-06,"app 1","user3254"
2024-01-08,2024-01-06,"app 1","user3248"
2024-01-08,2024-01-06,"app 1","user3061"
2024-01-08,2024-01-06,"app 1","user3095"
2024-01-08,2024-01-06,"app 1","user3251"
2024-01-08,2024-01-06,"app 1","user1846"
2024-01-08,2024-01-06,"app 1","user3151"
2024-01-08,2024-01-06,"app 1","user3156"
2024-01-08,2024-01-06,"app 1","user3165"
2024-01-08,2024-01-06,"app 1","user3093"
2024-01-08,2024-01-06,"app 1","user3112"
2024-01-08,2024-01-06,"app 1","user3068"
2024-01-08,2024-01-06,"app 1","user3226"
2024-01-08,2024-01-06,"app 1","user3060"
2024-01-08,2024-01-06,"app 1","user3108"
2024-01-08,2024-01-06,"app 1","user3104"
2024-01-08,2024-01-06,"app 1","user3096"
2024-01-08,2024-01-06,"app 1","user3101"
2024-01-08,2024-01-06,"app 1","user3063"
2024-01-08,2024-01-06,"app 1","user1225"
2024-01-08,2024-01-06,"app 1","user3090"
2024-01-08,2024-01-06,"app 1","user3102"
2024-01-08,2024-01-06,"app 1","user3067"
2024-01-08,2024-01-06,"app 1","user3277"
2024-01-08,2024-01-06,"app 1","user3150"
2024-01-08,2024-01-06,"app 1","user3103"
2024-01-08,2024-01-06,"app 1","user3069"
2024-01-22,2024-01-06,"app 1","user3192"
2024-01-22,2024-01-06,"app 1","user3200"
2024-01-22,2024-01-06,"app 1","user3188"
2024-01-22,2024-01-06,"app 1","user2836"
2024-01-22,2024-01-06,"app 1","user3083"
2024-01-22,2024-01-06,"app 1","user3116"
2024-01-22,2024-01-06,"app 1","user3247"
2024-01-22,2024-01-06,"app 1","user3080"
2024-01-22,2024-01-06,"app 1","user3086"
2024-01-29,2024-01-06,"app 1","user2836"
2024-01-10,2024-01-06,"app 1","user3131"
2024-01-10,2024-01-06,"app 1","user3150"
2024-01-10,2024-01-06,"app 1","user2762"
2024-01-10,2024-01-06,"app 1","user3128"
2024-01-10,2024-01-06,"app 1","user3062"
2024-01-10,2024-01-06,"app 1","user3102"
2024-01-10,2024-01-06,"app 1","user2798"
2024-01-10,2024-01-06,"app 1","user3211"
2024-01-10,2024-01-06,"app 1","user3106"
2024-01-10,2024-01-06,"app 1","user2806"
2024-01-10,2024-01-06,"app 1","user3088"
2024-01-10,2024-01-06,"app 1","user3144"
2024-01-10,2024-01-06,"app 1","user3216"
2024-01-10,2024-01-06,"app 1","user3089"
2024-01-10,2024-01-06,"app 1","user3003"
2024-01-10,2024-01-06,"app 1","user3168"
2024-01-10,2024-01-06,"app 1","user3248"
2024-01-10,2024-01-06,"app 1","user1964"
2024-01-10,2024-01-06,"app 1","user3009"
2024-01-10,2024-01-06,"app 1","user3101"
2024-01-10,2024-01-06,"app 1","user3095"
2024-01-10,2024-01-06,"app 1","user3067"
2024-01-10,2024-01-06,"app 1","user1225"
2024-01-10,2024-01-06,"app 1","user3104"
2024-01-10,2024-01-06,"app 1","user3254"
2024-01-10,2024-01-06,"app 1","user2855"
2024-01-10,2024-01-06,"app 1","user2759"
2024-01-10,2024-01-06,"app 1","user2828"
2024-01-10,2024-01-06,"app 1","user2924"
2024-01-10,2024-01-06,"app 1","user2774"
2024-01-10,2024-01-06,"app 1","user2752"
2024-01-10,2024-01-06,"app 1","user3181"
2024-01-10,2024-01-06,"app 1","user3224"
2024-01-10,2024-01-06,"app 1","user3096"
2024-01-10,2024-01-06,"app 1","user3103"
2024-01-10,2024-01-06,"app 1","user3250"
2024-01-10,2024-01-06,"app 1","user3099"
2024-01-10,2024-01-06,"app 1","user2886"
2024-01-10,2024-01-06,"app 1","user2852"
2024-01-10,2024-01-06,"app 1","user2822"
2024-01-10,2024-01-06,"app 1","user2858"
2024-01-10,2024-01-06,"app 1","user2876"
2024-01-10,2024-01-06,"app 1","user2796"
2024-01-10,2024-01-06,"app 1","user2731"
2024-01-10,2024-01-06,"app 1","user2728"
2024-01-10,2024-01-06,"app 1","user2282"
2024-01-10,2024-01-06,"app 1","user3109"
2024-01-10,2024-01-06,"app 1","user3256"
2024-01-10,2024-01-06,"app 1","user3090"
2024-01-10,2024-01-06,"app 1","user3063"
2024-01-10,2024-01-06,"app 1","user3151"
2024-01-10,2024-01-06,"app 1","user3044"
2024-01-10,2024-01-06,"app 1","user2783"
2024-01-10,2024-01-06,"app 1","user3060"
2024-01-10,2024-01-06,"app 1","user2883"
2024-01-10,2024-01-06,"app 1","user2898"
2024-01-10,2024-01-06,"app 1","user2749"
2024-01-10,2024-01-06,"app 1","user2856"
2024-01-10,2024-01-06,"app 1","user2734"
2024-01-10,2024-01-06,"app 1","user2922"
2024-01-10,2024-01-06,"app 1","user3069"
2024-01-10,2024-01-06,"app 1","user2765"
2024-01-10,2024-01-06,"app 1","user2799"
2024-01-10,2024-01-06,"app 1","user2982"
2024-01-10,2024-01-06,"app 1","user2803"
2024-01-10,2024-01-06,"app 1","user3182"
2024-01-10,2024-01-06,"app 1","user2830"
2024-01-10,2024-01-06,"app 1","user2750"
2024-01-10,2024-01-06,"app 1","user3271"
2024-01-11,2024-01-06,"app 1","user2798"
2024-01-11,2024-01-06,"app 1","user2737"
2024-01-11,2024-01-06,"app 1","user3061"
2024-01-11,2024-01-06,"app 1","user3064"
2024-01-11,2024-01-06,"app 1","user3128"
2024-01-11,2024-01-06,"app 1","user3062"
2024-01-11,2024-01-06,"app 1","user3150"
2024-01-11,2024-01-06,"app 1","user2799"
2024-01-11,2024-01-06,"app 1","user2729"
2024-01-11,2024-01-06,"app 1","user3211"
2024-01-11,2024-01-06,"app 1","user2806"
2024-01-11,2024-01-06,"app 1","user3144"
2024-01-11,2024-01-06,"app 1","user3216"
2024-01-11,2024-01-06,"app 1","user3088"
2024-01-11,2024-01-06,"app 1","user3089"
2024-01-11,2024-01-06,"app 1","user3003"
2024-01-11,2024-01-06,"app 1","user3250"
2024-01-11,2024-01-06,"app 1","user3107"
2024-01-11,2024-01-06,"app 1","user1225"
